"session","created","modified","ended","expired","time","time_since","alvas_1","alvas_2","sad","calm","afraid","unrested","enthusiastic","angry","worried","subc_psycho","cheerfull","irritated","active","event_pleasantness","homeo_ehes","homeo_vagy","homeo_mennyittudna","homeo_telitettseg","eating1","eating2","eating3","eating4","alcohol1","smoke1","coffee1","ple_iranyitas","ple_furcsa","ple_gondolat","ple_gyanakvas","ple_banasmod","ple_latashallas","ple_gondolatiranyitas","ple_ismerosisfura","time_starting_point","time_since_starting_point","cogtasks_decide"
"WB9GlXyzthzGweLy6x2IAWeSbKr3dhqGKXL9lZZdzr-0tc4C5hnVK6Eq5RbgMKGj","2021-04-16 12:07:18","2021-04-16 12:09:14","2021-04-16 12:09:14","","0","0","","","1","2","1","1","6","1","1","1","6","1","5","6","1","1","1","2","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"70BaA3m1hK1yJROpb6gYpC5-zYV-2ZvyytUDqSuWI37TgOKCKn-fD0yEgLI5MKQr","2021-04-16 12:07:29","2021-04-16 12:08:57","2021-04-16 12:08:57","","0","0","","","1","4","1","2","4","1","1","1","3","1","4","4","2","1","2","3","5","1","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"zhgSopKA13X6gLhkBvVK3x9Ym7gdDboWQTLCJWIZbcdO2fKyvZAZjtOVnTSTEz22","2021-04-16 12:07:53","2021-04-16 12:11:04","2021-04-16 12:11:04","","0","0","","","4","3","4","2","4","1","6","2","2","2","5","6","3","2","3","3","1","3","2","2","0","","1","1","1","1","2","1","1","1","1","2","1","1"
"CcI_PRFJ0Y4_CO_UJC2l7wQJYRyxEtdW7qU8up02cvVN-CnfuOkv6rqEiQ_uW17V","2021-04-16 12:09:17","2021-04-16 12:11:24","2021-04-16 12:11:24","","0","0","","","1","5","1","1","3","1","2","1","5","1","5","6","1","1","1","5","2","2","4","1","0","","0","1","2","1","1","1","1","1","1","2","1","1"
"IvodtJiIsToTe70TRa9tPEz-5DTPaRaEo_p3oO3NZQX1-LPdoc2dbVZXMcTz_xYa","2021-04-16 12:09:33","2021-04-16 12:11:10","2021-04-16 12:11:10","","0","0","","","1","6","1","1","3","1","1","1","3","1","3","4","3","3","3","1","1","2","3","1","0","","0","1","1","1","1","1","1","1","1","1","1","1"
"JgNxep5XRbUppaRaU0umPY8U507kLaZgo6v6gUTpJ_EQRqWFKZYCBrUBONjVyXwv","2021-04-16 12:10:12","2021-04-16 12:11:24","2021-04-16 12:11:24","","1","1","10","9","1","5","1","1","4","1","2","1","3","1","3","4","1","1","2","2","2","2","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"dyaKfOvq1sleNUy2rT9r0ncE0Gnat3pcMMM-a6TpQHz5JCufmSbHMFRypUNbfM9G","2021-04-16 12:10:15","2021-04-16 12:11:52","2021-04-16 12:11:52","","0","0","","","2","4","2","2","4","2","4","2","3","2","4","4","1","1","2","4","3","1","1","1","0","","0","2","2","3","2","2","1","2","1","3","1","1"
"jNDLPV51vIttUIZVtz0jAUkkekqh7gs7JGFaV5IKBn2_ydkXI_oPmkm3L8Hbalzu","2021-04-16 12:10:33","2021-04-16 12:12:03","2021-04-16 12:12:03","","0","0","","","3","3","1","1","2","1","4","1","1","1","1","5","1","1","3","4","3","1","3","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"rhbsBXckPRHg9dYDA7SlUTZFhoc4har9YxvHDJhr-tpNcfmGBRpTVf6TyBH6lyNb","2021-04-16 12:10:36","2021-04-16 12:13:36","2021-04-16 12:13:36","","0","0","","","1","5","1","2","3","1","2","1","3","1","3","5","1","1","2","4","1","1","1","2","0","","0","1","2","1","1","1","1","1","1","9","0","1"
"hqpbjrc0Dm8WMiPLGXbtouWbv2OEimgBA-LYg_YpVxai092ahpgpybI3vibsy5gh","2021-04-16 12:11:16","2021-04-16 12:13:05","2021-04-16 12:13:05","","0","0","","","3","4","1","5","2","1","6","1","1","1","4","4","1","1","2","4","1","1","1","1","0","","1","1","1","1","1","2","1","1","1","3","1","2"
"QiILFBJ28BUclXIVPBn9hr6EEdx6gwT5-mbEUYUsNcjTYgCFFAyELin2BpjSPPwl","2021-04-16 12:11:18","2021-04-16 12:13:19","2021-04-16 12:13:19","","0","0","","","1","6","1","1","3","1","1","1","3","1","4","3","2","1","2","3","1","1","2","1","0","","0","1","2","1","1","1","1","1","1","2","1","1"
"2XyZr2A5g-8w3-1clyQShaKaBr2_KLNy8XGzZght5rxRI8fNgQo6nZ34K3-UoMTm","2021-04-16 12:11:18","2021-04-16 12:12:53","2021-04-16 12:12:53","","0","0","","","4","4","4","3","4","2","4","3","4","2","5","4","3","3","3","2","1","1","1","1","0","","0","2","2","2","2","3","1","4","2","3","1","1"
"fsx2hjKY4OSOA8A8wTjiXnbCW9KhKdwW7c2ICCW3rIVRgcQ17wnmcTnoB5wmDopx","2021-04-16 12:11:24","2021-04-16 12:13:15","2021-04-16 12:13:15","","0","0","","","1","4","2","2","3","1","2","1","2","1","4","4","1","1","1","4","1","4","4","1","0","","0","2","2","1","1","1","1","1","1","3","1","1"
"0EIp_ZFIS-JnTaMo-4i97kAlNui70bmQnVmbDse_kF0mAtCus3UmH2I71Eiaprxh","2021-04-16 12:11:41","2021-04-16 12:13:03","2021-04-16 12:13:04","","0","0","","","5","5","3","2","1","1","4","2","1","1","1","4","1","1","1","4","3","1","3","1","0","","1","5","4","2","2","2","3","1","2","3","1","1"
"uhXrU92gvwciopjyRlH_PPLNGskiRPEQFqj7lammFZg1wgicA6_1LnUxRkwZqQUk","2021-04-16 12:13:23","2021-04-16 12:14:17","2021-04-16 12:14:17","","0","0","","","1","5","1","1","3","1","1","1","3","1","4","5","1","1","1","4","4","1","4","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"hf2232ujvFmSwQPRiTj7C-A9x9-01TXmoxdUKECsrwFRVee0SHUixeAT2DsdWy29","2021-04-16 12:14:30","2021-04-16 12:16:52","2021-04-16 12:16:52","","0","0","","","1","1","1","1","5","1","1","1","5","1","5","5","1","1","2","3","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"Htw5eFGtlYYUHAASHpHMKX4_MilTZC464jVksy3RlBOVWXRF0z98Wz35k9m86_BC","2021-04-16 12:15:12","2021-04-16 12:26:07","2021-04-16 12:26:07","","0","0","","","1","6","1","1","6","1","1","1","6","1","6","6","2","2","2","2","2","2","2","1","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"EFetU8-3DjzROZR-q9IH5zHVYhkZPDvj4KYBWNNGmzen5qlCZfuTh_mX5eeaBf1M","2021-04-16 12:15:43","2021-04-16 12:19:08","2021-04-16 12:19:08","","1","1","7","7","1","4","2","2","4","1","3","1","4","2","4","2","5","5","5","2","1","1","1","2","0","","1","3","3","1","1","1","1","1","1","3","1","1"
"e4OqyIB5f2PM7eWL5iokFmFxrDsD-eX5ChQMOG3igOIbnPSeSEedQ2AwEGnwkIfC","2021-04-16 12:19:41","2021-04-16 12:20:49","2021-04-16 12:20:49","","0","0","","","1","6","1","1","6","1","1","1","6","1","6","7","1","1","1","1","1","1","1","1","0","","1","1","1","1","1","1","1","1","1","8","0","1"
"EKn_Th-Z2Al-lQl6SOa0WlO7aNntdI7UO200QKKYtniXIbagkn6zv78mC45Jwv6V","2021-04-16 12:20:21","2021-04-16 12:22:22","2021-04-16 12:22:22","","0","0","","","1","6","1","1","4","1","3","1","3","1","5","4","4","3","4","1","1","1","1","1","0","","0","2","1","1","1","1","1","1","1","3","1","1"
"EMn2AD5cxTMUYV-vrVkZ-CK0VzYY_JnNJ06xNO184bPfIVzDMXjhP3-pDdRrnay-","2021-04-16 12:22:01","2021-04-16 12:23:59","2021-04-16 12:23:59","","0","0","","","1","6","1","1","3","1","1","1","4","1","4","4","1","1","1","2","4","2","3","2","0","","0","1","1","1","1","1","1","1","1","3","1","2"
"GOT2AlFJn7tPwzUnlOvfRc5i5DoGOcdmbU-focDfnGVSYg4qhNTSB1O1KF49Dbl7","2021-04-16 12:22:15","2021-04-16 12:24:37","2021-04-16 12:24:37","","0","0","","","1","5","1","2","1","1","1","1","1","1","2","1","1","1","1","3","1","1","1","2","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"xogW899PjeDNDPa62GnUhsyeCX14KFSaSIu0wZkUzX_4nWDwQZNCIVtdanywnG3z","2021-04-16 12:23:03","2021-04-16 12:27:57","2021-04-16 12:27:57","","0","0","","","1","6","1","1","4","1","1","1","5","1","6","6","2","2","2","3","1","3","1","1","0","","1","1","1","1","1","1","1","1","1","9","0","1"
"AUPhUZCOhUvMBv9xuQenjNa9kAWUcPGfXutlCWJsqY_qBfwzzmV8OQUgzMd8qx-E","2021-04-16 12:23:13","","","2021-04-16 13:14:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTzvH3CLZyJhLbyZZqNw88N901eVm1shP6UqM5x68TLkVgNPJPF0FSUDUirGFfYF","2021-04-16 12:23:20","2021-04-16 12:25:44","2021-04-16 12:25:44","","0","0","","","3","2","2","2","2","1","3","2","1","2","2","4","1","2","2","3","1","1","1","2","0","","0","3","2","1","2","1","1","1","1","3","1","1"
"mjt3h_tgS--AA_epVjH0Z316UU8iyv-QtZ6yF1Y84uyBEONJrFBikXwKWKvxcLsY","2021-04-16 12:25:12","2021-04-16 12:26:14","2021-04-16 12:26:14","","0","0","","","1","1","1","1","3","1","1","1","4","1","5","5","3","2","3","3","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"fQvVu1qJBDSarUCY1zxLPvexZA6p6o-muUKSvNkU7uYQklL_f_f_HyY_khqBE2Um","2021-04-16 12:26:19","2021-04-16 12:39:27","2021-04-16 12:39:27","","0","0","","","1","5","2","2","5","1","3","1","3","1","4","4","1","1","1","5","2","4","3","1","0","","1","1","1","1","1","1","1","1","1","9","0","1"
"73rZMaUvZGBT0vfSaIFerlRZvr0jhJNjkaEnlDw7-h3CT5C9ZRvTOtbuDo9ydYgM","2021-04-16 12:27:21","2021-04-16 12:30:06","2021-04-16 12:30:06","","1","1","7","6","1","4","1","3","4","1","3","1","3","1","4","7","3","3","3","1","3","3","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","2"
"lZGRwt1j0MFzi5VZ2G5yyoJ-z8h74Bnn_OAB8Y6KKHfLrFiyxtqu7HlOqiN6SKEv","2021-04-16 12:27:40","2021-04-16 13:07:42","2021-04-16 13:07:42","","0","0","","","1","5","2","1","5","1","2","1","4","1","4","5","1","1","1","4","4","1","3","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"kxolsVrX4rJTmHU1HDavccfOuz2GD_eiABFJUgtW6CYVij3qcIRKRiW4TB8eqcqD","2021-04-16 12:29:39","2021-04-16 12:31:08","2021-04-16 12:31:08","","1","1","6","7","1","3","2","1","3","1","5","1","3","1","3","7","3","3","3","3","1","2","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","2"
"81UBoUUOMEjahazlPT7pNDgVDcgovF0x9JE9OezRs1MUMTB1pDgrISfmlQUQd0JL","2021-04-16 12:29:56","2021-04-16 12:31:23","2021-04-16 12:31:23","","0","0","","","5","3","2","3","2","2","3","3","2","2","2","2","2","2","2","2","1","1","1","1","0","","0","2","2","3","4","6","3","3","2","2","1","2"
"kgAZQP5Cc1exXJl2oQOnOgBshIScnNPe4T8XWXz--FzG8-ME33Uo6wfHs05THz9l","2021-04-16 12:31:50","2021-04-16 12:36:36","2021-04-16 12:36:36","","1","1","7","7","2","5","1","1","3","1","2","2","5","1","5","6","1","1","1","4","3","1","3","1","0","","1","2","2","1","2","2","1","1","2","3","1","1"
"-X_-r2iWImxvXme_BNn5RXX7SoWVzu83VC8H-R_gMeyE7Tt1LpErE_ZJlO5N46US","2021-04-16 12:34:30","2021-04-16 12:37:10","2021-04-16 12:37:10","","0","0","","","1","6","1","1","5","1","1","1","5","1","5","7","2","4","3","2","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"IH7cpSPrBrn_E7RYVgslXJHOq_cKuwAjrlCNYbsBKhiI4nDK1PFXXs7SpXnvNZgt","2021-04-16 12:34:35","2021-04-16 12:35:44","2021-04-16 12:35:44","","0","0","","","2","4","3","2","4","1","2","2","4","2","4","5","1","1","1","4","5","1","2","1","0","","0","3","5","4","4","1","3","2","2","3","1","2"
"_Qy0WqilNzf1neZaL4KX1EJwatr2U2v0n3hIQwanQ5cQzDY_Zf6vUK8758udxvQD","2021-04-16 12:34:39","2021-04-16 13:14:14","","2021-04-16 13:25:48","0","0","","","1","3","1","1","3","2","2","1","3","1","3","6","4","4","4","1","1","1","1","1","0","","0","","","","","","","","","","",""
"WEWQp0casmRqxcqBXPPoqOCbCntpVvyYDup1q-Ju_KNtlnyWb0IVlKLJe-VcJfVu","2021-04-16 12:36:55","2021-04-16 12:38:38","2021-04-16 12:38:38","","0","0","","","1","1","1","3","4","1","3","1","4","2","4","4","5","5","5","1","1","2","1","1","0","","1","2","2","1","1","1","1","1","1","2","1","1"
"YeKa1X1Wrz7z9mAkiIyCqdI3AI2SDTJw9dC45WEGn9kxdsVY462TFd6S9WeJrQDB","2021-04-16 12:38:02","2021-04-16 12:40:12","2021-04-16 12:40:12","","0","0","","","1","6","1","1","3","1","1","1","6","1","4","7","1","1","1","5","3","1","5","1","0","","0","1","1","1","1","1","1","1","1","7","0","2"
"O3NvSzP0vNTVqXGT5EdGPvT8kKfGhkxaUyKeQMBCOUtP8ZSf6MbaTFLsSUWxqKgZ","2021-04-16 12:38:02","2021-04-16 12:40:04","2021-04-16 12:40:04","","0","0","","","1","6","1","1","4","1","1","1","3","1","5","7","2","2","2","4","4","2","4","1","0","","1","1","1","1","1","1","1","1","1","1","1","1"
"ELJwcYBp_Kr1hCOJRQ8Xk2mc8eXL6JnUGL4029RKywiuDJAboYbnYKC-5qFlThp-","2021-04-16 12:38:11","2021-04-16 12:40:23","2021-04-16 12:40:23","","1","1","8","7","1","5","1","5","4","1","2","1","5","2","5","7","4","5","5","1","2","1","1","2","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"XtRn-46J4uTYs0ywJV9sKe949CFgF45k3uu3t6NJ0vDERqYvGY49vmbpc-eK0FPm","2021-04-16 12:38:32","2021-04-16 12:39:48","2021-04-16 12:39:48","","1","1","8","6","1","4","2","2","3","2","2","1","3","1","3","3","1","1","1","4","1","1","2","2","0","","1","1","1","1","1","1","1","1","1","3","1","2"
"WfwH2mRTdvG7vG0hi5xRoz2TdHI5KKTIGngkqviumEobm3v2xrEV_vw6x2bdUYnL","2021-04-16 12:39:29","2021-04-16 12:40:56","","2021-04-16 13:30:35","0","0","","","1","5","1","1","3","1","2","1","6","1","4","7","1","1","1","5","3","1","3","1","0","","0","","","","","","","","","","",""
"OAGZyL1DYrPpS3SBgXzZupJ44a1KmLjnWme10y8ZLIa1BM8NQyawBROrOG39J5oQ","2021-04-16 12:39:41","2021-04-16 12:41:45","2021-04-16 12:41:45","","0","0","","","4","4","1","2","3","1","4","2","3","1","3","3","2","2","2","2","1","4","3","1","0","","0","1","1","1","1","2","1","1","1","2","1","1"
"2vpZh_QlyobfUUA2ORjbEQqWfwEihLuR6OdrkUR0Ooy08cByYm1mvormeL2V5ptc","2021-04-16 13:17:41","2021-04-16 13:20:34","2021-04-16 13:20:34","","0","0","","","1","2","1","5","3","5","1","5","1","6","3","1","5","5","5","1","5","1","3","3","0","","0","7","3","1","5","7","1","1","1","8","0","1"
"i016TG7h7rt6u_4CgPFSV6nGwYar-OArOSEeAopSzsVaXFLyUv2n3IUvynGm1lwn","2021-04-16 14:01:13","2021-04-16 14:04:14","2021-04-16 14:04:14","","0","0","","","1","5","1","1","5","1","1","1","5","1","4","7","1","1","2","4","1","1","4","1","0","","1","1","1","1","1","1","1","1","1","3","1","2"
"rS7Q9jrqirIu6uTQHWqkZ9PRUX2csfL8Jy2jofMaI0GNy8HX9kr3Rcz3r0ZhV74z","2021-04-16 14:01:13","2021-04-16 14:02:34","2021-04-16 14:02:34","","0","0","","","1","5","1","2","6","1","2","1","6","1","6","6","1","1","3","3","3","3","3","1","0","","1","1","1","1","1","1","1","1","1","3","1","2"
"rUiRUBi7mi_C6_dXH9BR3PJ3nNE6bRQCorXGSqp90ztbcSGTjcalDneagC9T-l1d","2021-04-16 14:01:52","2021-04-16 14:03:23","2021-04-16 14:03:23","","0","0","","","1","5","1","1","4","1","2","1","4","1","4","6","1","1","2","5","4","4","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"M8gA3Np28mMu2PLVYhgt70tjfmfmgMqvHjgFz3cF9oZPgfHJdohy-k695J4KAfHG","2021-04-16 14:02:09","2021-04-16 14:03:30","2021-04-16 14:03:30","","0","0","","","3","3","2","3","3","1","4","1","2","1","3","4","3","3","3","3","1","1","1","1","0","","1","2","1","1","1","1","1","1","1","2","1","1"
"l8PIWSqhw0IAcXMGtuKajsfR-KAPOSfpzuVFvFyiDxMA_qZPs3F2_kcf9Ybf5yhx","2021-04-16 14:02:18","2021-04-16 14:04:11","2021-04-16 14:04:11","","1","1","10","2","1","4","1","1","1","1","2","1","1","2","1","1","1","1","1","3","3","1","1","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"mjt3h_tgS--AA_epVjH0Z316UU8iyv-QtZ6yF1Y84uyBEONJrFBikXwKWKvxcLsY","2021-04-16 14:02:26","2021-04-16 14:04:02","2021-04-16 14:04:02","","0","0","","","1","1","1","1","4","1","1","1","4","1","5","4","1","1","1","4","3","1","3","2","0","","1","1","1","1","1","1","1","1","1","3","1","2"
"6lbyoNvlMjy-jLCRlFoYGm6YbJ4uro2t06jbcOfBQq1sLwztdpfnjf4AkQYx-II8","2021-04-16 14:02:39","2021-04-16 14:03:53","2021-04-16 14:03:53","","0","0","","","1","5","1","1","4","1","1","1","4","1","5","4","1","1","1","4","4","1","4","1","0","","0","1","2","1","1","1","1","1","1","3","1","1"
"NrUYLDbRPNDL0puPZ9uMi3EwZg6ilGBu7KaNdQa06v0FXZbDdCL7d2oOcrRo2kUO","2021-04-16 14:02:56","2021-04-16 14:04:42","2021-04-16 14:04:42","","0","0","","","4","4","1","1","2","1","2","1","3","1","3","4","4","4","4","1","1","1","1","1","0","","0","1","2","2","1","1","1","1","1","2","1","1"
"EKn_Th-Z2Al-lQl6SOa0WlO7aNntdI7UO200QKKYtniXIbagkn6zv78mC45Jwv6V","2021-04-16 14:03:30","2021-04-16 14:09:14","2021-04-16 14:09:14","","0","0","","","1","4","2","1","4","1","2","1","3","1","4","4","4","3","3","2","1","2","2","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"xogW899PjeDNDPa62GnUhsyeCX14KFSaSIu0wZkUzX_4nWDwQZNCIVtdanywnG3z","2021-04-16 14:03:50","2021-04-16 14:05:25","2021-04-16 14:05:25","","0","0","","","1","6","1","1","6","1","1","1","6","1","6","7","3","3","3","3","1","2","1","1","0","","0","1","1","1","1","1","1","1","1","9","0","1"
"2U00IqssWUR6AumR7RyazAHeuDTgO8uQu_v30IRP7vtkUHQijOscvItJAtFjgM0a","2021-04-16 14:04:01","2021-04-16 14:05:39","2021-04-16 14:05:39","","0","0","","","2","3","1","1","3","2","4","1","2","3","3","3","2","3","4","4","3","3","3","1","0","","0","1","1","1","1","1","2","1","1","2","1","2"
"ESSpNK9tpGkSgNLEH86btY6IUN62N-asPQvAzs1Kkl2InPm2gc1GGmnvroiDkROg","2021-04-16 14:04:19","2021-04-16 14:05:59","2021-04-16 14:05:59","","0","0","","","1","4","1","1","4","1","2","1","4","1","3","4","1","1","2","4","5","1","5","1","0","","0","1","1","1","1","1","1","1","1","3","1","2"
"WB9GlXyzthzGweLy6x2IAWeSbKr3dhqGKXL9lZZdzr-0tc4C5hnVK6Eq5RbgMKGj","2021-04-16 14:05:41","2021-04-16 14:07:08","2021-04-16 14:07:08","","0","0","","","1","6","1","1","3","1","1","1","4","1","4","7","4","4","3","1","2","1","1","1","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"PiFL0d1omXAue8Qjf-KxF6oq2dZlThzy_U8L4E8APt7-blh_XkdiDhWxD0Rod9l_","2021-04-16 14:05:44","2021-04-16 14:09:45","2021-04-16 14:09:45","","0","0","","","1","6","4","1","5","1","5","1","4","1","4","6","1","1","1","3","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"a6_v4Hm020y0eCIGOSwFUBX9ftJdouBYJXIkRVpGQqrGMrdCUBWnys-lwRW7mUDi","2021-04-16 14:06:37","2021-04-16 14:09:08","2021-04-16 14:09:08","","0","0","","","1","3","1","1","2","1","1","1","2","1","2","4","1","1","2","4","3","2","4","2","0","","0","1","1","1","1","1","1","1","1","8","0","1"
"hF7xt4o4sYOrOz1y24six2b_6f6N2r16gbTTh3f0hr7ssfMuqR7oX6x6wylMEYo5","2021-04-16 14:06:50","2021-04-16 14:09:11","2021-04-16 14:09:11","","0","0","","","1","6","1","1","4","1","1","1","4","1","3","6","1","1","1","3","2","2","4","1","0","","0","1","1","1","1","1","1","1","1","2","1","1"
"xwmegx9pMyvg5SGy8OGIDGcunmAA2azxnlAGWVY6CCwr7yyjuFkYLvb_WAEe-kNi","2021-04-16 14:06:52","2021-04-16 14:14:52","2021-04-16 14:14:52","","0","0","","","1","4","1","1","2","1","1","1","2","1","2","5","1","1","2","4","5","2","1","3","0","","0","1","1","1","1","1","1","1","1","2","1","2"
"8Eq98bVUmrt-P7KCHAb-u792mWTJWVhp4LVaAXknGQf8CO65AXtix-Vb248GY1BN","2021-04-16 14:07:06","2021-04-16 14:09:01","","2021-04-16 14:58:16","1","1","7","6","3","3","1","1","3","1","5","1","3","1","3","7","1","2","2","4","3","3","2","3","2","","0","","","","","","","","","","",""
"X84zPsGle086lIwUjPsLfexnwlgApzesFHF-pkTJmI59qdT6ROjdhd0kWIwlYa_d","2021-04-16 14:07:27","2021-04-16 14:10:06","2021-04-16 14:10:06","","0","0","","","1","6","1","1","2","1","1","1","5","1","3","6","3","2","3","3","1","1","1","1","0","","1","1","1","1","1","1","1","1","1","3","1","1"
"IH7cpSPrBrn_E7RYVgslXJHOq_cKuwAjrlCNYbsBKhiI4nDK1PFXXs7SpXnvNZgt","2021-04-16 14:08:21","2021-04-16 14:09:31","2021-04-16 14:09:31","","0","0","","","2","4","3","3","5","2","5","5","3","2","3","4","2","2","2","2","2","1","2","1","0","","0","6","5","4","6","2","3","2","3","3","1","1"
"VKAjrfNg3c08384dXBx96YAnUvA-IKwtfrlAqIsOO1JBKvuvduqQeSt5qtgGzYm0","2021-04-16 14:08:47","2021-04-16 14:10:53","2021-04-16 14:10:53","","0","0","","","2","4","1","3","6","1","3","1","4","1","6","5","1","1","1","4","3","2","4","1","0","","0","1","3","3","1","1","1","1","1","9","0","2"
"zhgSopKA13X6gLhkBvVK3x9Ym7gdDboWQTLCJWIZbcdO2fKyvZAZjtOVnTSTEz22","2021-04-16 14:08:57","2021-04-16 14:10:57","2021-04-16 14:10:57","","0","0","","","3","3","3","3","3","2","6","2","2","2","5","5","3","3","3","2","1","1","1","1","0","","1","1","1","1","2","2","1","1","1","2","1","1"
"uk4gN9sH2Z-wfAKK8le5mxrVtJXx2utNKHoEcCl1uAv6eJ8ZwUqxPg8lx9kjqIkg","2021-04-16 14:09:18","2021-04-16 14:11:22","2021-04-16 14:11:22","","0","0","","","4","4","6","4","2","4","6","5","2","4","2","3","1","1","1","5","1","3","3","1","0","","0","5","4","2","3","5","1","1","1","3","1","1"
"OAGZyL1DYrPpS3SBgXzZupJ44a1KmLjnWme10y8ZLIa1BM8NQyawBROrOG39J5oQ","2021-04-16 14:09:23","2021-04-16 14:11:38","2021-04-16 14:11:38","","0","0","","","2","3","1","1","3","1","4","1","3","1","2","3","3","3","3","2","1","1","1","1","0","","0","1","1","1","1","2","1","1","1","3","1","1"
"-aQGolSH0_W0nVz9MTxozVlS4aa1Gd-sUsbVn2sS6KSTkS2liz_c4WS8Zb0IXrHV","2021-04-16 14:09:55","2021-04-16 14:14:10","2021-04-16 14:14:10","","0","0","","","1","6","1","1","6","1","1","1","6","1","6","7","4","4","4","1","1","1","1","1","0","","1","1","1","1","1","1","1","1","1","3","1","1"
"_Qy0WqilNzf1neZaL4KX1EJwatr2U2v0n3hIQwanQ5cQzDY_Zf6vUK8758udxvQD","2021-04-16 14:10:06","2021-04-16 14:28:12","","2021-04-16 15:01:12","0","0","","","2","2","1","1","3","2","1","1","3","1","3","4","2","1","2","3","2","1","3","2","1","","0","","","","","","","","","","",""
"ptFuHjR1tx-BvAMWSVsE6UCVdPmU2_cyBdDZe1G9CRPezHxoJG3DQge7c7HowcHA","2021-04-16 14:11:16","2021-04-16 14:14:04","2021-04-16 14:14:04","","0","0","","","1","5","1","1","6","1","1","1","5","2","6","7","1","1","1","4","4","2","1","2","0","","1","1","1","1","1","1","1","1","1","1","1","1"
"C5q4l4VY58uI-UTy5HrY4WeSG6OnhSxakvWu4i5UOTA9yxVlOgqj-TCr8KRqeVov","2021-04-16 14:11:17","2021-04-16 14:12:57","2021-04-16 14:12:57","","0","0","","","1","6","1","1","3","1","1","1","4","1","4","5","1","1","2","3","4","2","3","1","0","","0","1","1","1","1","1","1","1","1","3","1","1"
"zJJr7TlLbaquj8lXBu0RFlwqk19NXvstXD6uoJR6yQJjUJeQior7utJ-3Vn_Biil","2021-04-16 14:11:24","2021-04-16 14:13:12","2021-04-16 14:13:12","","0","0","","","3","3","1","2","3","1","2","1","3","2","3","3","1","1","1","5","3","1","4","1","0","","1","1","1","1","1","1","1","1","1","3","1","2"
"1AGMJFM7jS0oBrA6i9AJ91PuXaRFh5McAcK6PorWsnzHqHZWOhET2rZmFuf9rP04","2021-04-16 14:11:46","2021-04-16 14:14:35","2021-04-16 14:14:35","","0","0","","","1","4","1","2","3","1","2","1","3","1","3","4","2","1","2","4","1","4","1","2","0","","1","1","1","1","1","1","1","1","1","3","1","2"
"uLdIrCO-7a083HtRi0i3Sj5tjMa2pBsgp263TrLCG0G2y7vitb9zdegFefWvng2T","2021-04-16 14:12:37","2021-04-16 14:13:50","2021-04-16 14:13:50","","0","0","","","1","4","1","1","5","1","1","1","5","1","5","5","1","1","1","4","5","1","5","1","0","","1","1","1","1","1","1","1","1","1","3","1","1"
"WfwH2mRTdvG7vG0hi5xRoz2TdHI5KKTIGngkqviumEobm3v2xrEV_vw6x2bdUYnL","2021-04-16 14:12:40","2021-04-16 14:14:23","2021-04-16 14:14:23","","0","0","","","1","5","1","1","5","1","2","1","5","1","4","7","1","1","1","5","3","1","2","2","0","","1","1","1","1","1","1","1","1","1","2","1","1"
"hqpbjrc0Dm8WMiPLGXbtouWbv2OEimgBA-LYg_YpVxai092ahpgpybI3vibsy5gh","2021-04-16 14:13:32","2021-04-16 14:16:02","2021-04-16 14:16:02","","0","0","","","5","3","1","3","1","5","6","1","1","6","2","1","1","1","1","5","4","1","2","1","0","","1","1","3","1","1","6","1","1","1","3","1","1"
"O3NvSzP0vNTVqXGT5EdGPvT8kKfGhkxaUyKeQMBCOUtP8ZSf6MbaTFLsSUWxqKgZ","2021-04-16 14:13:48","2021-04-16 14:17:56","2021-04-16 14:17:56","","0","0","","","1","5","1","1","5","1","1","1","4","1","5","6","4","4","4","2","4","1","4","1","0","","0","1","1","1","1","1","1","1","1","1","1","1"
"1R9A8Wg0pH1dXDHKMwDHAawhTQbNx9_cQLOdGyPPR9Zy00la4sRiOLMjOHt1kSkE","2021-04-16 14:14:16","2021-04-16 14:17:05","2021-04-16 14:17:05","","0","0","","","4","3","2","4","3","4","4","4","3","4","3","5","1","1","1","5","4","3","2","2","0","","0","4","4","3","4","4","1","3","1","3","1","1"
